"Geneid" "Length"
"Gm29611" 1011
"Acsl3" 4357
"Utp14b" 7679
"Gm6159" 1724
"Gm29536" 3283
"Kcne4" 2657
"Gm29187" 689
"Gm5830" 443
"Scg2" 2515
"Gm19027" 1355
"Gm24160" 126
"Ap1s3" 2878
"Gm37886" 1513
"Wdfy1" 6488
"Gm10555" 1791
"Mrpl44" 1644
"Serpine2" 8287
"Gm5529" 891
"Gm28071" 478
"Gm28058" 264
"Gm23934" 107
"Gm38339" 1829
"9830004L10Rik" 2333
"Fam124b" 3357
"2310015K22Rik" 1461
"Gm37932" 1167
"Cul3" 4873
"Gm37902" 1683
"Gm37262" 1818
"Gm29125" 3220
"Gm6189" 2082
"1700016L21Rik" 968
"Gm45261" 594
"Dock10" 18267
"Gm37645" 3556
"Gm38062" 1856
"A630081D01Rik" 1833
"Gm29124" 452
"Gm28066" 472
"Nyap2" 12508
"Gm37210" 2004
"Gm6198" 2929
"Gm5530" 985
"Gm7516" 706
"Gm37114" 1804
"Mir6344" 104
"Irs1" 9144
"Gm9747" 2822
"Rhbdd1" 6966
"Gm19552" 2833
"Gm28940" 1682
"Gm22112" 121
"Col4a4" 10612
"Col4a3" 9967
"n-R5s213" 98
"C430014B12Rik" 4343
"Mff" 9757
"Gm28941" 1017
"Tm4sf20" 1508
"AC138214.1" 420
"Gm19257" 183
"Gm36999" 1046
"Gm28942" 365
"Gm17764" 391
"Gm22396" 53
"Agfg1" 8384
"A030005L19Rik" 806
"A030014E15Rik" 796
"Gm6217" 829
"A030003K21Rik" 830
"Gm7544" 828
"AC125444.1" 639
"AC161180.1" 933
"Gm7553" 1426
"Slc19a3" 3065
"Gm7539" 630
"Krtap28-10" 957
"AC161180.2" 1015
"A030005K14Rik" 1093
"Krtap28-13" 992
"Gm29518" 372
"Ccl20" 1421
"Gm29519" 398
"Daw1" 2140
"Gm6244" 841
"n-R5s214" 121
"Sphkap" 9602
"Gm6374" 788
"Gm37517" 1289
"Gm37989" 803
"4933436I20Rik" 2146
"Gm25754" 121
"Gm24555" 124
"Pid1" 8172
"Gm37058" 1644
"Gm18304" 546
"Mir6353" 113
"Dner" 4784
"Gm37959" 2897
"Gm37925" 4255
"Mir5126" 77
"Trip12" 16601
"Gm38374" 2033
"Gm37738" 4716
"Fbxo36" 2148
"Slc16a14" 3352
"Gm15433" 891
"Gm29284" 255
"C130026I21Rik" 3827
"Rpl19-ps1" 591
"Gm27907" 80
"Gm7582" 603
"Gm2389" 189
"Gm18342" 694
"A530032D15Rik" 1603
"Gm10553" 372
"A530040E14Rik" 2323
"Gm16038" 193
"Gm2619" 764
"Gm6264" 1474
"Gm7609" 2496
"Gm16028" 890
"Gm16026" 4005
"Gm16025" 2425
"Gm7281" 543
"Gm2666" 891
"Gm2427" 881
"Gm16092" 2405
"Gm7592" 627
"G530012D18Rik" 420
"Sp110" 6781
"Gm16094" 427
"Sp140" 3328
"Gm10552" 1056
"Gm17017" 2405
"Sp100" 7556
"n-R5s215" 104
"A630001G21Rik" 2709
"Mir8096" 127
"Gm25472" 78
"9930111H07Rik" 821
"Gm22906" 250
"Cab39" 7077
"Itm2c" 2491
"4933407L21Rik" 3343
"Gm28884" 3994
"Gpr55" 3721
"Gm28100" 582
"Gm18180" 1484
"Spata3" 2666
"2810459M11Rik" 3331
"Psmd1" 7265
"Gm22786" 122
"Htr2b" 2131
"Gm37914" 2679
"Gm21972" 776
"Armc9" 13006
"Gm16341" 377
"B3gnt7" 4137
"Gm28626" 520
"Gm5258" 327
"Gm28627" 453
"Ncl" 10188
"Snora75" 133
"Mir3535" 147
"Gm24148" 80
"Snord82" 70
"C130036L24Rik" 6437
"Gm45908" 1177
"Nmur1" 1695
"Tex44" 1724
"Rpl30-ps6" 348
"Ptma" 1462
"Pde6d" 2178
"Gm37152" 1175
"Cops7b" 5515
"Gm22955" 57
"Gm37022" 2254
"Nppc" 1042
"Dis3l2" 8901
"Gm29097" 422
"Gm29055" 1710
"Gm37485" 2953
"Gm38142" 3555
"Gm38010" 2784
"Gm37541" 2315
"Gm38021" 1560
"Gm6136" 891
"Gm37967" 2665
"Gm28375" 430
"Gm37017" 747
"Gm37447" 2928
"Akp-ps1" 2075
"Gm29371" 885
"Alppl2" 2256
"Alpi" 2337
"Gm29372" 364
"Akp3" 2099
"Gm29374" 1340
"Ecel1" 3500
"Prss56" 2180
"Chrnd" 3288
"Chrng" 4163
"Eif4e2" 7497
"Gm26187" 101
"Efhd1" 2125
"Efhd1os" 332
"Gigyf2" 14216
"Gm22549" 107
"Kcnj13" 1270
"Gm23504" 95
"3110079O15Rik" 722
"Ngef" 3905
"Neu2" 2590
"Gm17181" 123
"Gm6153" 1058
"Inpp5d" 7602
"Atg16l1" 9628
"Gm25395" 272
"Scarna6" 265
"Sag" 8904
"Dgkd" 6850
"Gm19582" 841
"4833421G17Rik" 844
"Gm38365" 2993
"Usp40" 11871
"Gm25198" 110
"Gm5832" 1582
"Gm15375" 849
"Ugt1a10" 2267
"Gm20528" 1062
"Ugt1a9" 2190
"Ugt1a8" 2227
"Ugt1a7c" 4219
"Gm15373" 214
"Ugt1a6b" 2382
"Gm15372" 834
"Gm15370" 253
"Ugt1a6a" 4312
"Gm15369" 394
"Gm15374" 844
"Gm15371" 784
"Ugt1a5" 2203
"Gm15368" 858
"Gm15376" 783
"Ugt1a2" 2211
"Dnajb3" 1051
"Ugt1a1" 2224
"Mroh2a" 8492
"Hjurp" 8331
"Trpm8" 4732
"4930453O03Rik" 1236
"Spp2" 992
"Gm29538" 471
"Gm28888" 316
"Glrp1" 1957
"Gm19589" 2623
"Gm38130" 1761
"Gm29336" 573
"Arl4c" 5492
"Gm29335" 459
"Platr5" 572
"Gm29337" 284
"Gm4753" 1255
"1700067G17Rik" 603
"Gm18699" 243
"Sh3bp4" 5112
"Gm38312" 1746
"Gm5259" 800
"Gm28342" 589
"C030007H22Rik" 591
"Agap1" 17559
"Gm37297" 2384
"Gm25180" 115
"Gm28499" 666
"4933400F21Rik" 3393
"Gm26037" 311
"Gm37521" 2045
"Gbx2" 2177
"D130058E05Rik" 3057
"Asb18" 3952
"Iqca" 4278
"4930434B07Rik" 1020
"Ackr3" 3348
"Gm38277" 1367
"Gm28721" 918
"Gm28723" 1001
"Gm27648" 107
"Gm28722" 1036
"Gm35048" 2802
"Cops8" 4448
"Gm9991" 1207
"Col6a3" 11963
"Gm36970" 1859
"4930474B08Rik" 837
"Mlph" 5357
"Prlh" 276
"Rab17" 1992
"Gm28199" 619
"Lrrfip1" 6469
"Rbm44" 6518
"Gm7776" 720
"Ramp1" 3022
"Ube2f" 8842
"Gm7785" 892
"Gm26683" 470
"Scly" 4549
"Gm17090" 490
"Espnl" 5445
"Klhl30" 3089
"Erfe" 2815
"Ilkap" 5556
"1700020N18Rik" 547
"Hes6" 1808
"Per2" 5856
"Gm28381" 193
"Gm28382" 1669
"Gm19085" 2162
"Traf3ip1" 3712
"Asb1" 6432
"Gm28380" 385
"Gm29100" 4410
"Twist2" 3174
"Gm29101" 1471
"Gm37600" 3292
"Hdac4" 15813
"Gm37048" 5578
"Gm26720" 3538
"Gm37036" 2506
"Gm29099" 760
"Gm7837" 412
"Ndufa10" 3331
"Mir6900" 60
"Olfr1416" 4838
"Olfr1415" 2815
"Olfr1414" 6083
"Olfr1413" 1724
"1700054K02Rik" 376
"Gm28478" 183
"Olfr1412" 3663
"Gm44098" 46
"Olfr1411" 1901
"Gm44099" 112
"Olfr1410" 7927
"Olfr12" 4158
"Cops9" 1499
"Otos" 3082
"Gm29483" 1078
"Gm29482" 230
"Gm29481" 1049
"Gpc1" 5159
"Gm29480" 1655
"Mir149" 66
"Ankmy1" 4846
"Dusp28" 1314
"5033417F24Rik" 1787
"Rnpepl1" 9467
"9430060I03Rik" 1689
"Capn10" 4346
"Gpr35" 4839
"Gm18697" 2126
"Aqp12" 1088
"Kif1a" 9330
"Gm28086" 317
"Agxt" 1697
"2310007B03Rik" 2368
"Crocc2" 7132
"Sned1" 9491
"Mir6901" 62
"Mterf4" 5271
"Gm28535" 885
"Gm7867" 546
"Pask" 9060
"Ppp1r7" 10495
"Mir6902" 64
"Mir6345" 128
"Gm26446" 103
"Ano7" 3984
"Hdlbp" 11320
"Gm17415" 789
"Sept2" 7979
"Farp2" 5235
"Gm37250" 2388
"Stk25" 5812
"Gm28536" 1317
"Bok" 1840
"Thap4" 6519
"Gm10550" 982
"Atg4b" 8278
"Dtymk" 2631
"Ing5" 4729
"Gm22089" 102
"D2hgdh" 4281
"Gal3st2" 3063
"Gm18666" 958
"Gal3st2b" 2748
"Gm7889" 958
"Gal3st2c" 9667
"Neu4" 4637
"Pdcd1" 1930
"Gm7891" 843
"Gm7895" 1173
"Gm23389" 69
"4930440C22Rik" 1607
"Gm23181" 110
"Gm5264" 848
"Fam174a" 4814
"BC055308" 2538
"Gm15427" 531
"St8sia4" 20091
"Gm37642" 1735
"4930598F16Rik" 761
"Gm37761" 2098
"Gm22360" 107
"1700063A18Rik" 356
"Gm24586" 89
"Gm22917" 110
"Gm37076" 2294
"Gm29601" 1349
"4930533P14Rik" 583
"Gm26245" 107
"Gm1833" 682
"Gm26078" 128
"Slco4c1" 4908
"Panct2" 4120
"Slco6b1" 2492
"Gm9499" 964
"Gm28901" 474
"Gm6430" 1248
"Slco6c1" 2842
"Gm7133" 2039
"Gm7135" 2255
"Gm37171" 1185
"D1Ertd622e" 41324
"Ppip5k2" 14381
"Gin1" 6048
"Pam" 11892
"Gm37140" 1684
"Gm25413" 312
"Gm3531" 489
"B230216N24Rik" 5853
"Gm24465" 107
"1810006J02Rik" 1882
"Gm29461" 4176
"Gm7952" 984
"Gm29462" 288
"Slco6d1" 3173
"Gm3555" 1395
"Gm26134" 110
"Gm7967" 5950
"Gm29460" 714
"Gm23434" 100
"Gm18248" 1846
"Cntnap5b" 5205
"Tdpx-ps1" 597
"Gm37877" 2709
"Gm19029" 564
"Gm23602" 132
"Gm29668" 315
"Gm29667" 490
"Gm18700" 553
"Gm18185" 667
"Gm29334" 357
"Gm25537" 109
"Gm20268" 845
"Gm28801" 449
"Psmb6-ps2" 705
"Gm18969" 730
"Gm28188" 236
"Gm28187" 2134
"Gm24122" 132
"Gm28623" 192
"Gm23036" 99
"Gm3116" 1116
"Gm20281" 267
"Gm22034" 134
"Gm18728" 753
"Gm23965" 142
"Gm29141" 882
"Gm37789" 2889
"Gm18447" 307
"Gm29140" 476
"Gm23537" 330
"Gm5260" 949
"Gm29592" 370
"Gm29011" 712
"Cdh20" 4012
"Gm38031" 3015
"n-R5s216" 112
"Gm36969" 2809
"Gm15699" 280
"Gm29012" 469
"Gm29013" 237
"Rnf152" 8532
"Gm29014" 326
"Gm17634" 1655
"Gm28403" 2710
"Gm3608" 2858
"Pign" 13595
"Gm28404" 453
"Gm20302" 275
"Gm22426" 96
"Gm8004" 617
"2310035C23Rik" 9500
"Gm37566" 4355
"Gm10193" 231
"Tnfrsf11a" 5985
"Gm37779" 3380
"Gm26214" 107
"Gm18801" 536
"Gm7160" 1417
"Zcchc2" 6774
"Gm37372" 3311
"Gm26509" 948
"Gm20753" 545
"Phlpp1" 6752
"Gm38235" 4952
"A530053M12Rik" 1467
"Gm6651" 271
"Bcl2" 9157
"D630008O14Rik" 2056
"Mir3473f" 136
"Gm37053" 2087
"Kdsr" 8147
"Vps4b" 8905
"Serpinb5" 2750
"Pou2f3-rs1" 1046
"Serpinb12" 2498
"Serpinb13" 1672
"Gm8080" 1155
"Serpinb3a" 1631
"Serpinb3d" 1216
"Gm15388" 726
"Serpinb3b" 1688
"Gm8084" 752
"Gm15390" 738
"Serpinb3c" 1659
"Gm8089" 968
"Serpinb11" 2186
"Gm15391" 257
"Serpinb7" 1957
"Gm24553" 131
"Serpinb2" 2349
"Serpinb10" 3490
"Serpinb8" 4795
"Gm15389" 666
"Gm24267" 107
"Gm22438" 132
"D830032E09Rik" 3629
"Gm18448" 599
"Gm28282" 186
"Gm5702" 2469
"Gm38212" 2756
"Gm28283" 178
"Gm6679" 1869
"Gm17847" 1127
"Gm28281" 187
"Gm22159" 130
"Gm25293" 285
"Gm8141" 1723
"Cdh7" 10037
"Gm18552" 538
"Gm3332" 928
"Gm6693" 813
"Cdh19" 4280
"Gm38255" 2996
"Gm36944" 2759
"Gm29088" 581
"Gm19927" 781
"Gm8173" 1977
"Gm37934" 402
"Dsel" 5763
"Gm6028" 574
"Gm17752" 3726
"Gm6717" 838
"Gm19086" 665
"Gm18406" 669
"Gm22331" 136
"Gm8204" 2144
"Gm28190" 722
"Gm28189" 571
"Gm17946" 538
"Gm18181" 736
"Gm24937" 134
"9330185C12Rik" 1009
"Gm4854" 574
"Gm17916" 2093
"Cntnap5a" 10945
"Gm23393" 72
"Gm28263" 400
"Gm19965" 3030
"Gm17777" 1276
"Gm24030" 164
"Gm27785" 110
"Gm28361" 474
"Zfp813-ps" 3124
"Gm28362" 2420
"Gm28363" 673
"Gm28359" 1322
"Gm18182" 1251
"B020011L13Rik" 2879
"Gm28360" 1491
"Gm28169" 345
"Gm7195" 1707
"Gm28168" 2630
"Gm7145" 1794
"Gm28358" 636
"Gm29489" 324
"Gm29490" 342
"Gm29104" 222
"Gm29106" 4012
"Gm7200" 1163
"Tsn" 9046
"Nifk" 1965
"Gm28867" 2166
"Clasp1" 21844
"Gm26080" 131
"2900060B14Rik" 616
"Gm22710" 125
"Gm28466" 659
"Tfcp2l1" 9438
"Gm22094" 117
"Gm28882" 314
"Gm23497" 130
"Gm28467" 318
"Gli2" 6869
"Mir6346" 81
"Gm26831" 1380
"Gm8321" 980
"Gm3508" 792
"Gm29456" 768
"Gm29455" 3888
"Inhbb" 4255
"Ralb" 4930
"Gm29454" 393
"Gm27184" 607
"Tmem185b" 2824
"3830432H09Rik" 2637
"Gm25322" 104
"Epb41l5" 14758
"Gm37219" 926
"Ptpn4" 11321
"Gm3851" 318
"Gm37745" 8163
"Gm29657" 342
"Gm8338" 363
"Gm29658" 230
"Gm3551" 664
"Gm28209" 775
"Tmem177" 3341
"Cfap221" 2915
"Gm17973" 520
"Sctr" 2012
"Tmem37" 1311
"Dbi" 1422
"3110009E18Rik" 2428
"Steap3" 5715
"C1ql2" 2000
"1700012E03Rik" 1377
"Marco" 1925
"En1" 2624
"2610027F03Rik" 1133
"Gm29346" 255
"Gm29345" 399
"Gm29344" 210
"Gm29348" 779
"Gm29347" 449
"Gm37043" 3105
"Celrr" 3876
"Gm29359" 495
"Gm38283" 695
"Insig2" 3473
"Gm37174" 3058
"2210011K15Rik" 1741
"Ccdc93" 11445
"Gm15392" 778
"Gm15393" 219
"Htr5b" 1935
"Gm8217" 465
"Ddx18" 2483
"Gm28591" 183
"Gm37920" 749
"Gm15394" 1308
"Gm8392" 835
"Gm26472" 83
"Gm28590" 1609
"Gm24547" 149
"Gm36982" 1128
"Gm25771" 144
"Gm29192" 377
"Gm37970" 1732
"Gm8403" 1298
"Gm28911" 117
"Gm20058" 284
"Gm28912" 234
"Dpp10" 15784
"Gm37478" 3495
"Gm37221" 3007
"Gm24791" 131
"Gm37066" 2061
"Gm37781" 3218
"Gm37396" 1495
"Gm38263" 3059
"Gm28929" 1193
"Gm18875" 882
"Gm37551" 2861
"Gm38073" 3665
"Gm25578" 104
"Gm28928" 1443
"Gm28299" 339
"Gm37717" 3027
"1700121L03Rik" 704
"Actr3" 4631
"Gm28706" 355
"Slc35f5" 2956
"Gm18444" 629
"Gpr39" 3015
"Lypd1" 7038
"Nckap5" 12100
"Gm37161" 2697
"Gm37936" 1322
"Gm38177" 1040
"4930599A14Rik" 527
"Gm5261" 713
"Mgat5" 10291
"Gm37772" 1394
"Gm37510" 4762
"Gm8451" 447
"Gm23370" 130
"Gm23734" 109
"Gm38301" 543
"Tmem163" 4292
"Acmsd" 2831
"2900009J06Rik" 503
"Ccnt2" 12345
"Map3k19" 4883
"Rab3gap1" 11739
"Zranb3" 9079
"Gm28800" 2243
"Gm38248" 5783
"Rpl28-ps1" 414
"Gm37625" 4872
"Gm38026" 3880
"R3hdm1" 31486
"Gm29383" 480
"Gm37588" 2496
"Gm37868" 2735
"Gm37407" 1316
"Mir128-1" 70
"Ubxn4" 4659
"Lct" 6406
"Mcm6" 4666
"Dars" 4358
"Gm23902" 134
"Gm29598" 588
"Gm29597" 308
"Gm25384" 105
"Gm6170" 1388
"Cxcr4" 1808
"Gm29599" 422
"Gm26686" 3467
"Gm23056" 111
"Thsd7b" 12171
"Gm38240" 2487
"Gm38330" 959
"Gm36951" 2687
"Gm15790" 1251
"Rpl31-ps9" 378
"Gm37479" 3841
"Gm37064" 2231
"Gm37278" 2872
"Gm29428" 409
"Gm16081" 684
"Cd55b" 1675
"Gm15674" 2438
"Gm15675" 3681
"Cd55" 4853
"Gm16083" 2547
"Gm37109" 2254
"Gm37283" 1571
"Zp3r" 2121
"Gm23623" 107
"C4bp" 6730
"Gm29427" 1909
"C4bp-ps1" 706
"Pfkfb2" 7254
"Yod1" 6128
"Gm37163" 1690
"AA986860" 3640
"Gm28857" 425
"Gm28856" 2828
"Fcamr" 1911
"Gm15848" 1066
"Pigr" 4025
"Fcmr" 1736
"Il24" 1386
"Il20" 1186
"Il19" 1149
"Il10" 1310
"Mapkapk2" 3041
"Gm25549" 94
"Gm37084" 5898
"Gm25717" 353
"Dyrk3" 3178
"Eif2d" 7374
"Rassf5" 3997
"Gm17796" 1213
"Ikbke" 9018
"Gm28914" 667
"Gm28913" 364
"Srgap2" 12560
"Gm38262" 1382
"Gm37954" 2071
"Gm29488" 2402
"Gm29487" 256
"Gm24273" 164
"Fam72a" 2191
"Avpr1b" 4023
"Gm8532" 461
"Ctse" 3170
"Rab7b" 4624
"Slc26a9" 5226
"Pm20d1" 7028
"Slc41a1" 4912
"Rab29" 1468
"Gm29105" 450
"Nucks1" 6779
"Gm38067" 1911
"Gm37676" 507
"Gm29103" 598
"Slc45a3" 3563
"Elk4" 6407
"Mfsd4a" 7187
"Gm26892" 1636
"Gm26034" 116
"Gm37120" 5959
"Cdk18" 4764
"Gm29629" 386
"Lemd1" 9289
"Mir135b" 97
"1700037F24Rik" 973
"Gm10188" 720
"Gm29630" 359
"Gm7241" 357
"Klhdc8a" 4269
"Nuak2" 3920
"F730311O21Rik" 5447
"Tmcc2" 5692
"Gm15849" 335
"Dstyk" 9345
"6030442K20Rik" 2222
"Rbbp5" 3930
"Tmem81" 2018
"Cntn2" 9304
"Nfasc" 14145
"Gm10538" 1877
"Gm22609" 121
"Lrrn2" 3595
"Gm44300" 121
"Gm38308" 1809
"Mdm4" 14798
"Gm29257" 639
"Pik3c2b" 9237
"Gm28609" 463
"Gm26616" 3107
"Ppp1r15b" 5594
"Plekha6" 12530
"Gm19461" 3429
"Golt1a" 1919
"Kiss1" 1022
"Gm28040" 1465
"Ren1" 1657
"Etnk2" 4566
"Sox13" 4312
"Gm8596" 792
"Gm23939" 133
"Snrpe" 1372
"Gm26706" 746
"Zc3h11a" 6031
"Gm38394" 10156
"Zbed6" 5007
"Lax1" 2309
"Atp2b4" 12248
"Mir6903" 88
"Gm37368" 3212
"Gm10537" 1698
"Gm28441" 1343
"Optc" 2575
"Gm15851" 662
"Prelp" 3615
"Gm1627" 2588
"Gm18970" 938
"Fmod" 3306
"Btg2" 2743
"Gm38140" 2755
"Gm8618" 432
"Chit1" 1815
"Chil1" 2804
"Mybph" 2329
"Adora1" 5785
"Gm24517" 107
"Myog" 1495
"Ppfia4" 6572
"Tmem183a" 3564
"4933406M09Rik" 1768
"Cyb5r1" 4437
"Adipor1" 5025
"Platr1" 3316
"Gm37935" 982
"Klhl12" 11395
"Rabif" 2861
"Gm25612" 126
"Gm15454" 483
"Gm29376" 835
"Mgat4e" 1832
"Kdm5b" 16555
"Gm26783" 2377
"Syt2" 7638
"Ppp1r12b" 14983
"Gm37949" 2091
"Gm22232" 94
"Gm37677" 7634
"Gm28892" 2721
"Ube2t" 4836
"Lgr6" 6851
"Ptprv" 6987
"Gm10535" 915
"Ptpn7" 6102
"Arl8a" 2299
"Gm26280" 101
"Gm15445" 603
"Gpr37l1" 2269
"Gm4204" 1231
"Gm26642" 2782
"Elf3" 2217
"Rnpep" 6977
"Timm17a" 7893
"Lmod1" 3948
"Gm22796" 106
"Shisa4" 2418
"Ipo9" 8233
"Gm28277" 885
"Nav1" 17303
"Mir1231" 81
"2610012C04Rik" 1023
"Gm37333" 2251
"Gm4793" 2616
"Gm38399" 1645
"Csrp1" 1956
"Phlda3" 1559
"Tnni1" 3600
"Lad1" 3400
"Tnnt2" 7752
"Gm28883" 369
"Pkp1" 5024
"Gm36938" 2696
"Igfn1" 8996
"Tmem9" 2726
"Ascl5" 567
"Cacna1s" 6550
"Gm37014" 2253
"Gm37759" 3246
"Gm15850" 2049
"Kif21b" 12184
"Mroh3" 3230
"5730559C18Rik" 4977
"Gm26568" 1594
"A430034D21Rik" 1802
"Gm37552" 2520
"Gm26781" 1477
"Gpr25" 1077
"Camsap2" 9195
"9230116N13Rik" 3589
"Ddx59" 2953
"Kif14" 10358
"Gm29486" 372
"Gm29485" 282
"Gm37799" 547
"Gm33994" 2414
"4933409D19Rik" 1557
"Platr23" 2439
"Zfp281" 4937
"Gm19705" 1558
"Platr22" 1617
"Gm24086" 98
"Gm22132" 100
"Gm8762" 339
"Gm29718" 477
"Gm17781" 649
"Nr5a2" 5899
"Gm23763" 60
"Gm25609" 104
"Gm37057" 1916
"1700006P03Rik" 409
"Gm23534" 97
"Gm37903" 2381
"Gm22727" 116
"Gm37099" 3451
"Gm37293" 295
"Gm4258" 1453
"Gm37298" 3868
"Gm26979" 217
"Gm37124" 1992
"A130050O07Rik" 3023
"Gm26936" 498
"Gm26930" 1244
"D130019J16Rik" 2158
"Gm37534" 5222
"Mir181a-1" 87
"A430106G13Rik" 3388
"Mir181b-1" 80
"Gm37632" 1142
"Gm23782" 120
"Ptprc" 18313
"A130071D04Rik" 5864
"Gm18667" 484
"Gm28556" 673
"1700113B19Rik" 420
"Atp6v1g3" 1887
"Gm28500" 151
"Nek7" 7376
"Gm28501" 421
"Gm37080" 2404
"Gm37101" 3660
"Gm5833" 2248
"Gm8790" 322
"Lhx9" 9494
"2310009B15Rik" 1750
"1700019P21Rik" 411
"n-R5s217" 116
"Gm3933" 439
"Gm37045" 2463
"Dennd1b" 19408
"Gm37423" 3342
"4930596I21Rik" 461
"Gm18553" 634
"Gm16305" 556
"Gm37470" 2798
"Gm43544" 2472
"Gm37655" 4123
"Gm16304" 775
"Gm37718" 2631
"Crb1" 14432
"4933436E23Rik" 1111
"Gm34816" 502
"Zbtb41" 8400
"Aspm" 11590
"F13b" 2532
"Cfhr1" 1931
"Cfhr3" 1022
"Gm26271" 104
"Gm4788" 3187
"Gm25619" 104
"Cfhr2" 1933
"Gm16332" 2967
"Gm5837" 1369
"Gm5834" 1026
"Gm38266" 421
"Gm26048" 142
"Gm38019" 380
"Cfh" 8383
"Kcnt2" 6895
"Gm37777" 3366
"4930590L20Rik" 553
"Gm37371" 392
"Gm4845" 562
"Gm25457" 107
"Gm22016" 114
"Gm37599" 489
"Gm37142" 3110
"Gm37604" 1272
"Gm18183" 615
"Gm28724" 916
"Gm37796" 134
"Gm5835" 1270
"Cdc73" 17613
"B3galt2" 9288
"Gm6397" 1069
"Glrx2" 8772
"Trove2" 9541
"Uchl5" 2921
"Gm29170" 3666
"Gm25663" 135
"Rgs2" 3627
"Rgs13" 1655
"Rbm6-ps2" 1534
"Rgs1" 6947
"Gm7266" 405
"Rgs21" 3941
"Gm23672" 107
"Rgs18" 2031
"Gm8856" 1144
"Gm22681" 106
"Gm25708" 102
"Gm6550" 993
"Gm5262" 996
"Gm25460" 127
"Gm28392" 393
"Gm38269" 3298
"Gm29514" 2516
"Gm5263" 601
"Gm38187" 4709
"Brinp3" 7003
"Gm15583" 3510
"A230059L01Rik" 4376
"Gm15584" 759
"Gm37749" 1899
"Gm9931" 1185
"Gm17867" 391
"Gm38284" 4539
"Gm29516" 468
"Gm29515" 2077
"Gm22966" 129
"Gm19891" 303
"Gm18505" 790
"Gm4034" 480
"Gm29022" 225
"Gm5703" 3973
"Gm15443" 820
"Gm18751" 2013
"Gm29020" 290
"Gm18701" 1536
"Gm37630" 1456
"Gm38189" 1457
"Gm29398" 1721
"Gm37096" 2058
"Gm37775" 2313
"Gm23535" 106
"n-R5s218" 109
"Pla2g4a" 6391
"n-R5s219" 132
"Gm19136" 2067
"Gm44329" 112
"Ptgs2os" 4330
"Ptgs2" 4580
"Gm9687" 602
"Ptgs2os2" 1745
"Rbm3-ps" 465
"Gm4322" 336
"Pdc" 3350
"2310030A07Rik" 610
"Gm37764" 2150
"BC003331" 4100
"Tpr" 10496
"Prg4" 4280
"Ska2l-ps" 360
"Hmcn1" 21191
"Gm20631" 6845
"Gm29188" 767
"Gm22756" 107
"Gm37671" 2096
"Gm19087" 946
"Gm8941" 899
"C730036E19Rik" 1102
"AC113282.1" 1707
"AC113282.5" 1679
"AC113282.4" 903
"AC113282.2" 945
"AC113282.3" 942
"Gm24402" 91
"Gm10138" 2843
"Ivns1abp" 5435
"Swt1" 12865
"Trmt1l" 8211
"Mir7682" 58
"Gm37893" 2437
"Rnf2" 4127
"Gm36527" 3029
"Gm29072" 678
"Gm19503" 241
"Gm28181" 687
"Fam129a" 7380
"2810414N06Rik" 1381
"Edem3" 6381
"1700025G04Rik" 11788
"Gm25279" 133
"Gm28610" 406
"Gm8964" 805
"Gm38238" 346
"Tsen15" 4195
"Colgalt2" 4245
"Gm15618" 452
"Rgl1" 6907
"Gm15479" 1133
"Gm7278" 1401
"Gm28792" 419
"Apobec4" 1566
"Arpc5" 2276
"Ncf2" 8478
"Smg7" 6341
"Gm28791" 1779
"1700040K01Rik" 438
"Gm8976" 703
"Nmnat2" 5781
"Gm28960" 99
"Lamc2" 8039
"Lamc1" 8272
"Gm38009" 3341
"Gm8818" 1047
"E330020D12Rik" 2287
"Shcbp1l" 3710
"Gm25588" 140
"Gm37669" 820
"Dhx9" 9603
"Npl" 2961
"Gm6652" 1070
"Rgs8" 9640
"Gm29529" 714
"5530400K19Rik" 1916
"C230024C17Rik" 3337
"Rgs16" 2339
"Gm28513" 613
"Rnasel" 6641
"Gm28512" 762
"Rgsl1" 5219
"Teddm2" 4905
"Teddm1b" 2527
"Gm38352" 2557
"Teddm1a" 1317
"Mir8114" 111
"Glul" 3323
"Gm29290" 597
"Gm29291" 842
"Gm28286" 586
"A830008E24Rik" 5637
"Gm25336" 105
"Zfp648" 1892
"4930452N14Rik" 613
"4930532M18Rik" 786
"n-R5s220" 120
"Gm18727" 553
"Cacna1e" 25228
"Gm29282" 473
"Gm29441" 211
"Gm9530" 3281
"Ier5" 3276
"Mr1" 5981
"Stx6" 10637
"Gm8850" 588
"BC034090" 8222
"Gm37622" 285
"Xpr1" 17880
"Gm22569" 124
"Gm5532" 2206
"Acbd6" 6453
"Lhx4" 5740
"Gm37089" 129
"Qsox1" 8291
"Gm37539" 235
"Gm37571" 614
"Cep350" 16520
"Gm38038" 259
"Gm36934" 306
"Gm37383" 745
"Gm23744" 149
"Gm9694" 1189
"Tor1aip1" 5406
"9430034N14Rik" 3785
"Tor1aip2" 9218
"Fam163a" 3882
"Gm38113" 201
"Tdrd5" 6937
"A430050A11Rik" 646
"4930518J20Rik" 1478
"Nphs2" 3116
"Axdnd1" 6014
"Gm2000" 445
"Soat1" 9791
"Gm37648" 2563
"Gm10031" 2653
"Abl2" 10800
"Gm38043" 5141
"Tor3a" 3892
"Fam20b" 8770
"Gm19918" 400
"Gm15428" 333
"Ralgps2" 12085
"Gm28693" 2638
"Angptl1" 2841
"Gm37802" 2643
"Gm37943" 3944
"4930439D14Rik" 359
"Gm28694" 722
