Geneid	E4-1	E4-2	LN-D4-1	LN-D4-2	LN-F6-1	LN-F6-2	LN-N4-1	LN-N4-2	LN-N4-3	N1	N2	N3	T-D4-1	T-D4-2	T-D4-3	T-F6-2	T-F6-3	T-N4-1	T-N4-2
Gm7761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933415F23Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm24176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6420	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mir30a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir30c-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogfrl1	382	256	110	144	198	193	180	105	185	54	165	93	104	44	50	100	201	73	77
Gm7784	17	13	10	13	13	3	12	15	10	0	4	4	7	14	3	15	5	10	6
Gm28822	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
B3gat2	175	20	13	14	23	17	2	36	21	72	22	1	22	18	29	19	11	33	6
Smap1	3754	3076	2676	2930	2314	2379	2279	2419	2018	1456	1512	1411	268	290	260	175	150	141	118
Sdhaf4	967	1135	1100	1245	1032	1000	1150	1123	1289	1139	798	948	911	910	1083	1222	1243	999	1304
Gm26524	0	0	0	0	1	0	0	1	0	0	0	1	0	1	3	1	0	0	0
Fam135a	0	0	1	1	0	0	0	6	2	0	12	14	38	0	2	0	27	10	13
Gm37580	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm26607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col9a1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0
Col19a1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
Gm26418	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Tubb4b-ps2	29	15	29	25	8	6	11	18	7	8	16	10	4	1	4	9	2	5	4
Gm28439	3	3	2	3	0	0	2	0	1	2	1	0	0	1	0	0	0	1	0
Gm10222	7	9	4	7	1	2	7	6	5	2	2	0	1	10	3	3	1	0	2
Gm28438	11	10	20	4	3	3	11	6	9	1	0	0	11	10	6	7	11	6	5
Gm28437	53	17	23	37	28	6	27	21	34	29	26	29	24	22	27	29	28	20	13
Gm10925	50	12	10	15	13	3	13	17	22	26	10	19	11	13	13	17	8	9	7
Gm28661	25	12	16	18	6	3	11	8	18	6	8	12	8	8	8	4	9	7	8
Gm29216	19	13	13	20	8	5	8	11	20	5	7	11	17	27	16	14	16	8	10
Lmbrd1	1195	2216	2253	1424	2920	3477	3340	3069	3064	3530	3651	4186	4694	4025	4616	2638	4812	3466	4177
Gm28594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9443	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm29414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrb3	0	0	1	0	4	1	0	0	0	0	1	1	0	0	2	0	0	1	2
Gm15702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Gm37211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29214	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Gm37051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Gm38260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8030445P17Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm38198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37895	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm36952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37602	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900022M07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900002M20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Gm24064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931408C20Rik	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0
n-R5s209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5524	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm18776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19028	0	1	0	0	1	1	1	3	2	1	3	1	1	0	1	1	0	0	1
Gm38089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7846	169	117	139	190	59	46	56	83	88	51	22	49	39	42	45	68	54	47	42
Gm597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5697	4	0	0	1	0	0	1	4	1	3	0	0	1	3	0	0	0	1	1
Gm6462	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm18033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm25586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5525	59	63	75	88	75	49	72	84	83	104	70	76	36	32	28	85	42	38	33
Gm7858	4	1	3	7	0	0	0	0	3	1	1	0	1	2	1	1	1	1	0
Gm23771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6473	3	0	2	0	2	2	5	4	0	8	3	3	2	1	0	1	0	1	0
Gm2914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf3	2414	1607	1861	1308	2420	2206	2347	2394	2033	4722	4600	4475	1307	1493	2189	1537	1556	1608	1382
Gm37522	68	1	9	7	17	3	21	10	11	3	21	13	5	0	21	23	1	0	3
Gm37906	4	5	11	17	1	10	13	15	10	18	1	17	18	15	77	53	20	28	7
Ptp4a1	623	988	947	592	821	818	875	973	820	930	1018	1056	267	224	328	226	286	227	228
Gm5698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5699	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm29669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931428L18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Gm7893	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Lgsn	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pih1d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4850	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28645	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm6489	2	2	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0
Gm10307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19680	12	16	18	15	15	8	16	15	15	11	12	6	5	4	5	4	3	3	4
Gm23032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdrbs2	3	0	0	1	2	2	0	1	1	0	2	2	0	4	0	1	16	0	0
Gm25814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37110	0	1	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0
Gm37911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm24732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37151	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Gm28624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm7114	4	10	9	15	17	10	13	14	13	15	9	14	1	4	2	5	4	1	0
Gm4785	0	0	0	0	1	1	0	1	0	2	0	1	0	0	0	0	0	1	0
Gm24901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm37591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7933	2	2	3	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1
Gm23453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prim2	2603	3053	2888	2455	1436	925	901	2354	1788	733	681	693	640	667	569	2590	1330	909	1607
Gm29228	6	2	3	2	1	1	6	0	1	2	1	2	0	0	0	3	0	3	0
Gm37618	11	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	14	0	0
Gm17813	24	0	1	3	1	0	0	5	1	6	1	1	2	0	4	5	0	2	1
1700001G17Rik	14	22	13	15	4	9	4	9	20	29	19	35	31	18	6	17	22	18	25
Gm38173	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
Rab23	533	575	453	318	506	374	294	287	316	301	414	312	300	186	247	150	230	309	229
Bag2	561	837	1092	706	621	511	382	687	704	169	211	228	522	579	311	470	708	279	424
Gm37905	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zfp451	1388	1365	1841	1040	2063	2180	2704	2271	2235	2643	2990	3029	1865	1729	2490	1539	1763	1709	2301
Gm15455	17	19	20	8	17	17	19	19	18	23	16	18	10	7	12	2	9	13	14
Bend6	3	24	19	48	22	26	15	11	34	37	28	52	83	79	135	184	356	129	325
Gm37067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Dst	37	41	44	37	89	61	51	77	40	194	245	109	98	13	13	109	208	88	61
Gm37354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Gm28631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38157	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	6	0	0	0
Mir6896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26788	0	0	1	0	4	0	0	0	0	28	0	9	0	0	0	0	1	0	0
A930005N03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Gm37958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5266	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Gm3052	9	9	24	6	31	31	38	15	19	9	12	7	8	3	31	0	6	12	5
Gm37233	72	29	61	4	80	65	48	74	22	62	105	48	118	34	61	5	43	124	86
Mir5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc115	1797	2579	3056	3599	2672	2931	3320	3110	3558	3146	3371	3286	3963	4190	4333	5729	4890	3582	4234
Gm28306	5	3	2	9	7	7	9	4	2	7	4	3	15	3	6	16	4	4	5
Imp4	5524	5535	5591	5663	5183	4871	4842	5902	5667	5791	5834	5460	5838	5692	5557	8697	6534	6191	6556
Ptpn18	3188	2620	2731	3515	2804	2697	3847	3398	4259	3255	2794	3023	4192	4320	5344	1678	3830	4078	3945
Gm28417	88	52	56	18	50	62	82	102	95	73	88	88	138	94	190	41	125	142	129
4930568A12Rik	53	46	52	66	28	32	31	34	41	48	32	37	21	32	61	83	46	52	46
Prss39	1	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Gm28416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfc1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0
Gm28419	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Prss40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101I19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amer3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AA619741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Arhgef4	329	184	359	422	320	412	479	440	279	603	498	541	263	230	369	47	155	162	219
Gm37224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38336	19	5	5	13	7	15	9	8	0	6	14	2	4	23	12	12	0	14	16
Fam168b	3507	5305	5794	4426	5654	6594	5711	5708	4361	7999	8808	8728	1461	1247	2086	1100	1192	1202	1382
Gm37127	19	24	7	11	12	11	47	6	9	22	22	28	0	0	9	0	0	5	0
Plekhb2	4350	9348	9691	6503	13280	13934	13169	11940	10588	4536	5757	4511	17620	18886	15012	21542	17250	17297	19718
Gm19430	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm37670	1	1	0	1	1	2	2	1	0	4	2	1	1	1	2	2	0	1	1
Gm8009	1	0	0	0	0	1	2	1	0	0	1	1	0	1	0	0	0	1	0
Gm38027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37068	15	6	34	53	19	24	25	38	19	137	68	91	4	0	0	0	3	0	0
Gm25634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110002O04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930535G08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs6st1	506	829	1210	760	1575	1770	1709	1280	1030	2991	3257	3291	48	36	64	21	109	43	65
Gm37335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33280	28	0	1	5	0	2	9	3	1	25	10	17	0	6	1	0	0	14	7
Uggt1	5458	7891	6175	3986	9121	9862	8373	7432	5308	7384	8910	7706	6827	7312	7252	3506	6292	8102	8600
Mir6897	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Neurl3	1320	2018	3929	2791	2917	2917	3163	4387	3509	3682	2852	4038	11314	10302	14211	4864	10517	12526	11865
Arid5a	5714	8220	7836	13103	11525	12018	11328	10459	7784	13623	15028	13577	23614	23171	22731	38568	18174	22142	23804
4930403P22Rik	35	12	4	2	2	9	5	6	1	6	13	5	12	10	20	19	0	27	12
Kansl3	3051	3508	2767	2210	3061	3442	3216	3230	2338	3982	4283	4222	5115	4932	5440	6386	4387	5120	5849
Mir6898	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0
Fer1l5	73	19	22	4	24	54	20	16	42	68	122	143	94	71	22	53	95	67	138
Lman2l	754	938	819	556	1367	1286	939	1040	676	1515	1682	1872	998	1047	1069	597	1315	1325	1440
Cnnm4	345	422	382	283	354	327	251	332	240	314	310	257	270	363	356	483	399	331	417
Gm37909	26	5	5	0	2	6	0	4	7	7	7	18	0	0	12	6	6	2	6
AC084391.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnnm3	746	1515	1573	883	1865	2141	1742	1973	1423	2413	2739	2879	132	200	196	267	218	174	263
Gm38033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd23	91	73	52	52	116	72	82	82	42	121	120	65	107	132	225	170	132	102	127
Gm42417	1	1	4	1	3	3	3	8	2	3	3	7	5	14	4	5	9	5	11
Ankrd39	1254	843	932	945	937	891	867	1057	846	975	1062	682	1783	1678	2118	2520	1994	1413	1850
Sema4c	42	34	250	179	285	334	148	592	467	12	42	9	1108	532	737	1669	1872	622	1798
D430040D24Rik	0	2	5	0	0	3	0	5	2	0	0	0	9	5	21	65	45	8	36
Fam178b	0	0	12	6	2	4	0	5	1	0	0	0	310	73	247	1409	1209	21	289
Gm6428	9	10	5	10	12	5	16	5	7	15	4	12	8	10	11	14	6	3	3
Gm24133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox5b	10510	7322	6965	7879	4282	3856	4714	5323	5830	3121	3002	2842	5178	4897	5111	6338	6013	4499	5268
Actr1b	3980	5746	5586	3837	3605	4068	3630	4317	3745	4932	5093	5241	6701	6180	5680	9078	7559	6761	9069
4933424G06Rik	10	7	1	6	1	1	3	7	0	1	6	4	5	0	4	21	22	18	12
Gm33533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
Zap70	7948	11770	13047	11518	16118	15991	15869	16836	15555	10436	12074	11680	13226	12446	10529	4789	11551	10242	13944
Gm18828	0	7	0	5	1	2	0	0	1	0	6	0	5	5	2	10	9	2	3
Tmem131	1406	1535	1421	967	2330	2584	2237	1992	1579	2499	3669	3165	644	640	748	604	687	834	924
Gm37506	0	0	1	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0
Gm38115	94	8	32	38	37	28	14	19	23	104	35	40	43	10	83	7	36	33	27
F830112A20Rik	0	0	0	0	0	1	0	3	0	7	3	0	12	16	67	28	44	20	33
Rpl12-ps1	3	8	5	6	6	1	2	3	4	1	2	4	6	0	1	5	2	0	0
n-R5s210	0	0	0	0	0	0	0	5	0	0	0	7	2	0	0	4	5	0	1
Vwa3b	106	70	95	128	37	80	22	63	94	164	164	282	33	41	26	21	19	28	25
Gm37020	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Cnga3	0	0	10	0	0	0	0	0	0	0	25	25	0	0	0	0	0	1	0
1700074A21Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp4a	1098	480	301	201	510	481	546	379	223	647	418	396	736	670	995	268	374	632	607
4930439A04Rik	70	6	4	5	6	6	3	1	4	14	9	3	10	15	15	11	9	8	5
Gm37135	8	0	3	0	2	0	0	0	0	0	2	0	10	3	3	3	4	7	5
Coa5	3832	7596	6059	4690	5831	6357	5535	6579	6173	6195	6353	6831	10284	9981	8824	13016	10692	9431	12205
Unc50	2776	3429	3923	4076	3179	3039	3330	3582	3474	4020	3593	4147	3088	3026	3520	2371	2757	2838	2719
Mgat4a	702	673	652	596	422	541	511	516	469	1369	1215	1247	1585	2124	2512	2107	3183	3051	3336
4930594C11Rik	15	7	6	0	4	17	16	10	2	6	15	12	20	19	32	15	11	16	13
Gm43213	49	5	3	3	3	4	6	6	12	23	24	10	12	0	28	12	8	7	12
2010300C02Rik	337	323	89	115	114	84	139	59	61	59	78	86	204	222	270	172	169	281	253
4930556I23Rik	9	8	1	2	0	4	6	13	5	6	14	14	12	1	9	15	2	4	16
4930470B04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Gm19863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsga10	135	132	112	118	167	154	171	117	131	207	184	255	248	321	335	338	434	312	430
Gm26805	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Lipt1	118	160	123	144	174	133	112	191	205	237	232	219	145	203	131	250	193	121	178
Mitd1	3274	3245	3345	1866	4106	4020	4221	3832	4289	3598	3487	3615	1888	1695	2518	1586	2032	2207	2249
Mrpl30	3961	2690	2803	2637	3029	2750	3100	2988	3662	2578	2607	2671	2757	2955	2895	3207	3135	2462	2477
Lyg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Lyg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txndc9	4574	3680	4236	2694	4207	3814	4339	4097	4672	3748	3695	3571	4019	4039	4566	3504	4231	3441	3580
Eif5b	6161	1800	2823	2322	2361	2002	2392	3016	2935	3170	2806	2413	2475	2477	3739	2375	2921	2404	2304
Rev1	1091	622	744	527	435	478	393	561	335	1057	1116	1093	112	71	234	148	167	234	114
Gm37062	0	0	2	0	0	3	1	7	3	4	6	2	1	0	6	0	3	0	2
Gm5099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aff3	1773	2457	2543	2624	5416	6418	5488	4830	4054	3904	4281	3967	205	221	215	92	107	114	33
Gm16150	53	10	20	53	34	33	28	22	7	53	29	13	12	10	25	19	2	4	1
Gm16151	67	5	8	7	46	32	13	20	24	43	16	10	0	3	12	0	2	6	0
Gm16152	50	6	14	0	33	28	46	15	10	47	21	9	4	0	4	0	0	0	6
Gm34727	43	2	13	0	27	28	21	8	14	57	26	2	2	9	13	4	6	11	4
Gm38135	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610300A13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonrf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Chst10	1609	1966	2242	1722	2932	3127	3142	2279	2441	2937	3177	2722	1803	2288	2107	1450	1523	2017	1759
Gm37707	1	1	0	1	3	6	2	2	0	0	4	0	0	0	0	1	0	1	1
Gm6621	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Nms	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Pdcl3	4128	4523	4981	3360	4058	3446	3828	4063	4557	2771	2665	2768	4626	5352	4265	4016	5422	4042	4242
Gm37309	44	27	5	3	12	18	20	12	6	19	12	20	17	9	80	25	40	42	38
Gm37821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npas2	0	0	39	2	156	124	70	33	65	1	0	1	2	1	0	0	0	3	1
Gm20428	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Gm3617	1	2	3	0	2	1	2	1	0	1	1	0	0	1	0	2	1	0	1
Rpl31	6245	2769	3420	4523	1779	1504	2083	2318	3232	2674	1867	2248	2712	2962	2975	6277	3908	2111	2926
Tbc1d8	56	23	44	48	21	92	48	78	19	106	196	91	86	43	105	41	146	101	214
Gm37265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cnot11	2597	4060	3770	3398	3501	3480	3401	4130	3498	2851	2872	2672	379	280	407	103	336	319	181
Gm15832	52	13	43	71	35	31	9	29	15	52	35	12	53	65	86	61	59	50	37
Snord89	7	8	7	4	4	4	0	3	1	2	0	0	3	12	18	4	5	5	4
Rnf149	1131	962	2718	3367	1488	1774	1483	1436	1385	1236	1170	1126	373	471	457	339	470	377	363
Gm23722	16	0	6	15	4	3	1	3	3	9	7	5	8	16	32	5	9	8	3
Gm5100	4	11	8	11	8	6	8	2	10	9	10	7	5	5	4	1	3	2	4
Creg2	0	0	1	0	1	1	0	0	0	0	0	0	32	32	15	3	50	41	27
D930019O06Rik	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3	2	0	3
Rfx8	0	6	13	5	0	0	0	25	27	0	0	5	10	0	0	32	18	0	10
Gm3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
